Key;Start;Ende
91;de:08212:37;de:08212:61
92;de:08212:1004;de:08212:39
93;de:08212:37;de:08212:39
94;de:08212:39;de:08212:40
95;de:08212:401;de:08212:402
96;de:08212:310;de:08212:402
97;de:08212:402;de:08212:403
98;de:08212:403;de:08212:404
99;de:08212:404;de:08212:405
100;de:08212:231;de:08212:404
101;de:08212:405;de:08212:406
102;de:08212:406;de:08212:407
103;de:08212:407;de:08212:408
104;de:08212:408;de:08212:409
105;de:08212:3017;de:08212:409
106;de:08212:39;de:08212:41
107;de:08212:3012;de:08212:411
108;de:08212:41;de:08212:44
109;de:08212:44;de:08212:45
110;de:08212:5;de:08212:7003
111;de:08212:501;de:08212:58
112;de:08212:503;de:08212:504
113;de:08212:504;de:08212:505
114;de:08212:505;de:08212:603
115;de:08212:507;de:08212:508
116;de:08212:508;de:08212:62
117;de:08212:45;de:08212:51
118;de:08212:503;de:08212:51
119;de:08212:51;de:08212:58
120;de:08212:6;de:08212:7
121;de:08212:40;de:08212:602
122;de:08212:602;de:08212:603
123;de:08212:507;de:08212:603
124;de:08212:603;de:08212:604
125;de:08212:604;de:08212:605
126;de:08212:605;de:08212:606
127;de:08212:606;de:08212:607
128;de:08212:607;de:08212:608
129;de:08212:608;de:08212:609
130;de:08212:61;de:08212:62
131;de:08212:61;de:08212:71
132;de:08212:609;de:08212:610
133;de:08212:610;de:08212:611
134;de:08212:62;de:08212:63
135;de:08212:622;de:08212:623
