LineRef;Station;Direction;Route;StopSeq
22011;de:08215:1157;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;1
22011;de:08215:1156;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;2
22011;de:08215:1155;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;3
22011;de:08215:1154;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;4
22011;de:08215:1153;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;5
22011;de:08215:1152;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;6
22011;de:08215:1151;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;7
22011;de:08215:1133;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;8
22011;de:08215:1132;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;9
22011;de:08215:1131;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;10
22011;de:08215:1123;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;11
22011;de:08215:1122;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;12
22011;de:08215:1120;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;13
22011;de:08215:1124;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;14
22011;de:08212:1115;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;15
22011;de:08212:1114;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;16
22011;de:08212:1111;R;Hochstetten - Leopoldshafen - Eggenstein - Neureut - Karlsruhe - Ettlingen - Busenbach - Langensteinbach - Ittersbach;17
